publisher,author,rating,imdb_id,metacritic_id
San Francisco Chronicle,Mick LaSalle,75,tt0765429,movie/american-gangster
New York Magazine (Vulture),David Edelstein,70,tt0765429,movie/american-gangster
Slate,,70,tt0765429,movie/american-gangster
Chicago Reader,J.R. Jones,70,tt0765429,movie/american-gangster
The New York Times,Manohla Dargis,70,tt0765429,movie/american-gangster
Newsweek,David Ansen,70,tt0765429,movie/american-gangster
Film Threat,Stina Chyn,70,tt0765429,movie/american-gangster
Premiere,Glenn Kenny,63,tt0765429,movie/american-gangster
Charlotte Observer,Lawrence Toppman,63,tt0765429,movie/american-gangster
New York Daily News,Jack Mathews,63,tt0765429,movie/american-gangster
Boston Globe,Wesley Morris,63,tt0765429,movie/american-gangster
Empire,,60,tt0765429,movie/american-gangster
Baltimore Sun,Michael Sragow,58,tt0765429,movie/american-gangster
Salon,Stephanie Zacharek,50,tt0765429,movie/american-gangster
Variety,,100,tt1210166,movie/moneyball
Chicago Sun-Times,Roger Ebert,100,tt1210166,movie/moneyball
Miami Herald,Rene Rodriguez,100,tt1210166,movie/moneyball
Chicago Reader,J.R. Jones,100,tt1210166,movie/moneyball
Chicago Tribune,Michael Phillips,100,tt1210166,movie/moneyball
Philadelphia Inquirer,Steven Rea,100,tt1210166,movie/moneyball
The New York Times,Manohla Dargis,100,tt1210166,movie/moneyball
Wall Street Journal,Joe Morgenstern,100,tt1210166,movie/moneyball
Washington Post,Ann Hornaday,100,tt1210166,movie/moneyball
Entertainment Weekly,Owen Gleiberman,91,tt1210166,movie/moneyball
Boxoffice Magazine,Pete Hammond,90,tt1210166,movie/moneyball
Village Voice,Robert Wilonsky,90,tt1210166,movie/moneyball
Movieline,Stephanie Zacharek,90,tt1210166,movie/moneyball
Time,Richard Corliss,90,tt1210166,movie/moneyball
Los Angeles Times,Kenneth Turan,90,tt1210166,movie/moneyball
Orlando Sentinel,Roger Moore,88,tt1210166,movie/moneyball
Observer,Rex Reed,88,tt1210166,movie/moneyball
Rolling Stone,Peter Travers,88,tt1210166,movie/moneyball
Charlotte Observer,Lawrence Toppman,88,tt1210166,movie/moneyball
St. Louis Post-Dispatch,Joe Williams,88,tt1210166,movie/moneyball
Boston Globe,Ty Burr,88,tt1210166,movie/moneyball
USA Today,Claudia Puig,88,tt1210166,movie/moneyball
New York Post,Lou Lumenick,88,tt1210166,movie/moneyball
IndieWire,Eric Kohn,83,tt1210166,movie/moneyball
The A.V. Club,Scott Tobias,83,tt1210166,movie/moneyball
Portland Oregonian,Shawn Levy,83,tt1210166,movie/moneyball
Time Out,Stephen Garrett,80,tt1210166,movie/moneyball
Arizona Republic,Bill Goodykoontz,80,tt1210166,movie/moneyball
New York Daily News,Joe Neumaier,80,tt1210166,movie/moneyball
Salon,Andrew O'Hehir,80,tt1210166,movie/moneyball
Slate,Dana Stevens,80,tt1210166,movie/moneyball
The New Yorker,David Denby,80,tt1210166,movie/moneyball
Empire,Olly Richards,80,tt1210166,movie/moneyball
Austin Chronicle,Marjorie Baumgarten,78,tt1210166,movie/moneyball
ReelViews,James Berardinelli,75,tt1210166,movie/moneyball
New Orleans Times-Picayune,Mike Scott,75,tt1210166,movie/moneyball
The Globe and Mail (Toronto),Rick Groen,75,tt1210166,movie/moneyball
Christian Science Monitor,Peter Rainer,75,tt1210166,movie/moneyball
The Hollywood Reporter,Kirk Honeycutt,70,tt1210166,movie/moneyball
New York Magazine (Vulture),David Edelstein,70,tt1210166,movie/moneyball
Slant Magazine,Bill Weber,50,tt1210166,movie/moneyball
San Francisco Chronicle,Peter Hartlaub,50,tt1210166,movie/moneyball
Screen Daily,Wendy Ide,100,tt2948372,movie/soul
The Hollywood Reporter,Leslie Felperin,100,tt2948372,movie/soul
Total Film,Kevin Harley,100,tt2948372,movie/soul
The Guardian,Peter Bradshaw,100,tt2948372,movie/soul
The Playlist,Jack King,100,tt2948372,movie/soul
LarsenOnFilm,Josh Larsen,100,tt2948372,movie/soul
Variety,Peter Debruge,100,tt2948372,movie/soul
Chicago Sun-Times,Richard Roeper,100,tt2948372,movie/soul
The Telegraph,Robbie Collin,100,tt2948372,movie/soul
ABC News,Peter Travers,95,tt2948372,movie/soul
IndieWire,,91,tt2948372,movie/soul
The Film Stage,David Katz,91,tt2948372,movie/soul
Polygon,Tasha Robinson,91,tt2948372,movie/soul
Entertainment Weekly,Leah Greenblatt,91,tt2948372,movie/soul
ScreenCrush,Matt Singer,90,tt2948372,movie/soul
Arizona Republic,Bill Goodykoontz,90,tt2948372,movie/soul
Wall Street Journal,Joe Morgenstern,90,tt2948372,movie/soul
Vox,Alissa Wilkinson,90,tt2948372,movie/soul
The New York Times,A.O. Scott,90,tt2948372,movie/soul
CNN,Brian Lowry,90,tt2948372,movie/soul
Paste Magazine,Jacob Oller,90,tt2948372,movie/soul
The Seattle Times,Moira Macdonald,88,tt2948372,movie/soul
ReelViews,James Berardinelli,88,tt2948372,movie/soul
New York Post,Johnny Oleksinski,88,tt2948372,movie/soul
Boston Globe,Ty Burr,88,tt2948372,movie/soul
The Associated Press,Jake Coyle,88,tt2948372,movie/soul
Slashfilm,Hoai-Tran Bui,85,tt2948372,movie/soul
Consequence,Josh Spiegel,83,tt2948372,movie/soul
Original-Cin,Karen Gordon,83,tt2948372,movie/soul
BBC,Nicholas Barber,80,tt2948372,movie/soul
The Irish Times,Tara Brady,80,tt2948372,movie/soul
The Observer (UK),Mark Kermode,80,tt2948372,movie/soul
New York Magazine (Vulture),Alison Willmore,80,tt2948372,movie/soul
Austin Chronicle,Kimberley Jones,78,tt2948372,movie/soul
Movie Nation,Roger Moore,75,tt2948372,movie/soul
The A.V. Club,A.A. Dowd ,75,tt2948372,movie/soul
RogerEbert.com,Matt Zoller Seitz,75,tt2948372,movie/soul
The Globe and Mail (Toronto),Aparita Bhandari,75,tt2948372,movie/soul
Vanity Fair,Sonia Saraiya,75,tt2948372,movie/soul
San Francisco Chronicle,Mick LaSalle,75,tt2948372,movie/soul
USA Today,Brian Truitt,75,tt2948372,movie/soul
TheWrap,,70,tt2948372,movie/soul
IGN,Jim Vejvoda,70,tt2948372,movie/soul
Slate,Dan Kois,70,tt2948372,movie/soul
Los Angeles Times,Justin Chang,70,tt2948372,movie/soul
Rolling Stone,David Fear,70,tt2948372,movie/soul
Film Threat,Alan Ng,65,tt2948372,movie/soul
Slant Magazine,Dan Rubins,63,tt2948372,movie/soul
Washington Post,Ann Hornaday,63,tt2948372,movie/soul
Empire,Alex Godfrey,60,tt2948372,movie/soul
Hitfix,Gregory Ellwood,100,tt1895587,movie/spotlight
Time Out London,Dave Calhoun,100,tt1895587,movie/spotlight
Village Voice,Stephanie Zacharek,100,tt1895587,movie/spotlight
Entertainment Weekly,Chris Nashawaty,100,tt1895587,movie/spotlight
Rolling Stone,Peter Travers,100,tt1895587,movie/spotlight
New York Post,Lou Lumenick,100,tt1895587,movie/spotlight
Boston Globe,Ty Burr,100,tt1895587,movie/spotlight
The New York Times,A.O. Scott,100,tt1895587,movie/spotlight
Los Angeles Times,Kenneth Turan,100,tt1895587,movie/spotlight
New York Magazine (Vulture),David Edelstein,100,tt1895587,movie/spotlight
Wall Street Journal,Joe Morgenstern,100,tt1895587,movie/spotlight
Observer,Rex Reed,100,tt1895587,movie/spotlight
USA Today,Brian Truitt,100,tt1895587,movie/spotlight
Miami Herald,Rene Rodriguez,100,tt1895587,movie/spotlight
Chicago Tribune,Michael Phillips,100,tt1895587,movie/spotlight
San Francisco Chronicle,Mick LaSalle,100,tt1895587,movie/spotlight
Portland Oregonian,Jeff Baker,100,tt1895587,movie/spotlight
Arizona Republic,Bill Goodykoontz,100,tt1895587,movie/spotlight
Washington Post,Ann Hornaday,100,tt1895587,movie/spotlight
Philadelphia Inquirer,Steven Rea,100,tt1895587,movie/spotlight
Tampa Bay Times,Steve Persall,100,tt1895587,movie/spotlight
Movie Nation,Roger Moore,100,tt1895587,movie/spotlight
Charlotte Observer,Lawrence Toppman,100,tt1895587,movie/spotlight
New Orleans Times-Picayune,Mike Scott,100,tt1895587,movie/spotlight
TheWrap,Alonso Duralde,95,tt1895587,movie/spotlight
The Playlist,Jessica Kiang,91,tt1895587,movie/spotlight
Variety,Justin Chang,90,tt1895587,movie/spotlight
The New Yorker,Anthony Lane,90,tt1895587,movie/spotlight
Slate,Dana Stevens,90,tt1895587,movie/spotlight
Time,,90,tt1895587,movie/spotlight
Austin Chronicle,Marjorie Baumgarten,89,tt1895587,movie/spotlight
RogerEbert.com,Sheila O'Malley,88,tt1895587,movie/spotlight
Chicago Sun-Times,Richard Roeper,88,tt1895587,movie/spotlight
The Globe and Mail (Toronto),Barry Hertz,88,tt1895587,movie/spotlight
ReelViews,James Berardinelli,88,tt1895587,movie/spotlight
St. Louis Post-Dispatch,Calvin Wilson,88,tt1895587,movie/spotlight
The A.V. Club,A.A. Dowd ,83,tt1895587,movie/spotlight
The Telegraph,Robbie Collin,80,tt1895587,movie/spotlight
Total Film,Jamie Graham,80,tt1895587,movie/spotlight
IndieWire,Eric Kohn,75,tt1895587,movie/spotlight
Christian Science Monitor,Peter Rainer,75,tt1895587,movie/spotlight
Screen Daily,Tim Grierson,70,tt1895587,movie/spotlight
Slant Magazine,Jesse Cataldo,63,tt1895587,movie/spotlight
The Guardian,Peter Bradshaw,60,tt1895587,movie/spotlight
The Hollywood Reporter,Todd McCarthy,40,tt1895587,movie/spotlight
Rolling Stone,Peter Travers,90,tt0120735,movie/lock-stock-and-two-smoking-barrels
The A.V. Club,,90,tt0120735,movie/lock-stock-and-two-smoking-barrels
Los Angeles Times,Kenneth Turan,90,tt0120735,movie/lock-stock-and-two-smoking-barrels
Austin Chronicle,Marc Savlov,89,tt0120735,movie/lock-stock-and-two-smoking-barrels
New York Daily News,Jami Bernard,88,tt0120735,movie/lock-stock-and-two-smoking-barrels
ReelViews,James Berardinelli,88,tt0120735,movie/lock-stock-and-two-smoking-barrels
Film Threat,Ron Wells,80,tt0120735,movie/lock-stock-and-two-smoking-barrels
New Times (L.A.),,80,tt0120735,movie/lock-stock-and-two-smoking-barrels
TV Guide Magazine,Maitland McDonagh,80,tt0120735,movie/lock-stock-and-two-smoking-barrels
Washington Post,Desson Thomson,80,tt0120735,movie/lock-stock-and-two-smoking-barrels
Washington Post,Stephen Hunter,80,tt0120735,movie/lock-stock-and-two-smoking-barrels
The New Republic,Stanley Kauffmann,80,tt0120735,movie/lock-stock-and-two-smoking-barrels
New York Magazine (Vulture),Peter Rainer,80,tt0120735,movie/lock-stock-and-two-smoking-barrels
Film.com,Ernest Hardy,80,tt0120735,movie/lock-stock-and-two-smoking-barrels
San Francisco Chronicle,Bob Graham,75,tt0120735,movie/lock-stock-and-two-smoking-barrels
Chicago Tribune,John Petrakis,75,tt0120735,movie/lock-stock-and-two-smoking-barrels
Chicago Sun-Times,Roger Ebert,75,tt0120735,movie/lock-stock-and-two-smoking-barrels
San Francisco Examiner,,75,tt0120735,movie/lock-stock-and-two-smoking-barrels
Variety,Derek Elley,70,tt0120735,movie/lock-stock-and-two-smoking-barrels
Film.com,Gemma Files,70,tt0120735,movie/lock-stock-and-two-smoking-barrels
Entertainment Weekly,Lisa Schwarzbaum,67,tt0120735,movie/lock-stock-and-two-smoking-barrels
USA Today,Mike Clark,63,tt0120735,movie/lock-stock-and-two-smoking-barrels
The Globe and Mail (Toronto),Liam Lacey,63,tt0120735,movie/lock-stock-and-two-smoking-barrels
Christian Science Monitor,David Sterritt,50,tt0120735,movie/lock-stock-and-two-smoking-barrels
The New York Times,Elvis Mitchell,50,tt0120735,movie/lock-stock-and-two-smoking-barrels
Village Voice,J. Hoberman,40,tt0120735,movie/lock-stock-and-two-smoking-barrels
Chicago Reader,Lisa Alspector,40,tt0120735,movie/lock-stock-and-two-smoking-barrels
Slate,David Edelstein,30,tt0120735,movie/lock-stock-and-two-smoking-barrels
L.A. Weekly,Manohla Dargis,30,tt0120735,movie/lock-stock-and-two-smoking-barrels
Salon,Mary Elizabeth Williams,30,tt0120735,movie/lock-stock-and-two-smoking-barrels
Entertainment Weekly,Lisa Schwarzbaum,100,tt0327056,movie/mystic-river
The New York Times,Dana Stevens,100,tt0327056,movie/mystic-river
Rolling Stone,Peter Travers,100,tt0327056,movie/mystic-river
The New Yorker,David Denby,100,tt0327056,movie/mystic-river
Newsweek,David Ansen,100,tt0327056,movie/mystic-river
Chicago Sun-Times,Roger Ebert,100,tt0327056,movie/mystic-river
Los Angeles Times,Kenneth Turan,100,tt0327056,movie/mystic-river
Chicago Tribune,Michael Wilmington,100,tt0327056,movie/mystic-river
San Francisco Chronicle,Carla Meyer,100,tt0327056,movie/mystic-river
Seattle Post-Intelligencer,William Arnold,100,tt0327056,movie/mystic-river
Christian Science Monitor,David Sterritt,100,tt0327056,movie/mystic-river
Washington Post,Desson Thomson,100,tt0327056,movie/mystic-river
Premiere,Glenn Kenny,100,tt0327056,movie/mystic-river
Dallas Observer,Robert Wilonsky,100,tt0327056,movie/mystic-river
Portland Oregonian,Shawn Levy,100,tt0327056,movie/mystic-river
Variety,Todd McCarthy,90,tt0327056,movie/mystic-river
New York Magazine (Vulture),Peter Rainer,90,tt0327056,movie/mystic-river
The A.V. Club,Keith Phipps,90,tt0327056,movie/mystic-river
Salon,Stephanie Zacharek,90,tt0327056,movie/mystic-river
Washington Post,Ann Hornaday,90,tt0327056,movie/mystic-river
Austin Chronicle,Marc Savlov,89,tt0327056,movie/mystic-river
New York Daily News,Jami Bernard,88,tt0327056,movie/mystic-river
ReelViews,James Berardinelli,88,tt0327056,movie/mystic-river
USA Today,,88,tt0327056,movie/mystic-river
Philadelphia Inquirer,Carrie Rickey,88,tt0327056,movie/mystic-river
Miami Herald,Rene Rodriguez,88,tt0327056,movie/mystic-river
Slate,David Edelstein,80,tt0327056,movie/mystic-river
Film Threat,K.J. Doughton,80,tt0327056,movie/mystic-river
Empire,Alan Morrison,80,tt0327056,movie/mystic-river
New York Post,Jonathan Foreman,75,tt0327056,movie/mystic-river
Boston Globe,Ty Burr,75,tt0327056,movie/mystic-river
The Globe and Mail (Toronto),Liam Lacey,75,tt0327056,movie/mystic-river
Charlotte Observer,Lawrence Toppman,75,tt0327056,movie/mystic-river
Village Voice,J. Hoberman,70,tt0327056,movie/mystic-river
L.A. Weekly,Ella Taylor,70,tt0327056,movie/mystic-river
TV Guide Magazine,Maitland McDonagh,70,tt0327056,movie/mystic-river
The Hollywood Reporter,Kirk Honeycutt,70,tt0327056,movie/mystic-river
The New Republic,Stanley Kauffmann,60,tt0327056,movie/mystic-river
Chicago Reader,Jonathan Rosenbaum,50,tt0327056,movie/mystic-river
Baltimore Sun,Michael Sragow,50,tt0327056,movie/mystic-river
Wall Street Journal,Joe Morgenstern,40,tt0327056,movie/mystic-river
Film Threat,Phil Hall,30,tt0327056,movie/mystic-river
The Globe and Mail (Toronto),Jennie Punter,100,tt0398286,movie/tangled
Tampa Bay Times,Steve Persall,91,tt0398286,movie/tangled
Arizona Republic,Kerry Lengel,90,tt0398286,movie/tangled
The A.V. Club,Tasha Robinson,83,tt0398286,movie/tangled
Chicago Reader,Andrea Gronvall,80,tt0398286,movie/tangled
Wall Street Journal,Joe Morgenstern,80,tt0398286,movie/tangled
Time,Richard Corliss,80,tt0398286,movie/tangled
Boxoffice Magazine,Sara Maria Vizcarrondo,80,tt0398286,movie/tangled
New York Daily News,Joe Neumaier,80,tt0398286,movie/tangled
Empire,,80,tt0398286,movie/tangled
Miami Herald,Rene Rodriguez,75,tt0398286,movie/tangled
Chicago Tribune,Michael Phillips,75,tt0398286,movie/tangled
Entertainment Weekly,Lisa Schwarzbaum,75,tt0398286,movie/tangled
New Orleans Times-Picayune,Mike Scott,75,tt0398286,movie/tangled
Orlando Sentinel,Roger Moore,75,tt0398286,movie/tangled
Philadelphia Inquirer,Carrie Rickey,75,tt0398286,movie/tangled
ReelViews,James Berardinelli,75,tt0398286,movie/tangled
Rolling Stone,Peter Travers,75,tt0398286,movie/tangled
Washington Post,Ann Hornaday,75,tt0398286,movie/tangled
USA Today,Claudia Puig,75,tt0398286,movie/tangled
Los Angeles Times,Kenneth Turan,70,tt0398286,movie/tangled
Variety,Justin Chang,70,tt0398286,movie/tangled
Village Voice,,70,tt0398286,movie/tangled
The New York Times,A.O. Scott,70,tt0398286,movie/tangled
The Hollywood Reporter,Todd McCarthy,70,tt0398286,movie/tangled
Movieline,Michelle Orange,70,tt0398286,movie/tangled
Portland Oregonian,Shawn Levy,67,tt0398286,movie/tangled
Boston Globe,Wesley Morris,63,tt0398286,movie/tangled
New York Post,Lou Lumenick,63,tt0398286,movie/tangled
St. Louis Post-Dispatch,Joe Williams,63,tt0398286,movie/tangled
Time Out,Keith Uhlich,60,tt0398286,movie/tangled
Christian Science Monitor,Peter Rainer,58,tt0398286,movie/tangled
Austin Chronicle,Marjorie Baumgarten,50,tt0398286,movie/tangled
San Francisco Chronicle,Amy Biancolli,50,tt0398286,movie/tangled
Chicago Sun-Times,Roger Ebert,100,tt0071230,movie/blazing-saddles
Empire,Adam Smith,100,tt0071230,movie/blazing-saddles
The A.V. Club,Scott Tobias,91,tt0071230,movie/blazing-saddles
The Hollywood Reporter,,90,tt0071230,movie/blazing-saddles
Austin Chronicle,Marjorie Baumgarten,89,tt0071230,movie/blazing-saddles
Time,Richard Schickel,80,tt0071230,movie/blazing-saddles
Chicago Reader,Dave Kehr,80,tt0071230,movie/blazing-saddles
Variety,,80,tt0071230,movie/blazing-saddles
The New York Times,Vincent Canby,50,tt0071230,movie/blazing-saddles
TV Guide Magazine,,50,tt0071230,movie/blazing-saddles
Slant Magazine,Eric Henderson,50,tt0071230,movie/blazing-saddles
Time Out London,,40,tt0071230,movie/blazing-saddles
Observer,Rex Reed,100,tt1605783,movie/midnight-in-paris
San Francisco Chronicle,Mick LaSalle,100,tt1605783,movie/midnight-in-paris
Tampa Bay Times,Steve Persall,100,tt1605783,movie/midnight-in-paris
The Hollywood Reporter,Todd McCarthy,90,tt1605783,movie/midnight-in-paris
Boxoffice Magazine,Pete Hammond,90,tt1605783,movie/midnight-in-paris
New York Magazine (Vulture),David Edelstein,90,tt1605783,movie/midnight-in-paris
Movieline,Stephanie Zacharek,90,tt1605783,movie/midnight-in-paris
The New York Times,A.O. Scott,90,tt1605783,movie/midnight-in-paris
Wall Street Journal,Joe Morgenstern,90,tt1605783,movie/midnight-in-paris
Rolling Stone,Peter Travers,88,tt1605783,movie/midnight-in-paris
Chicago Sun-Times,Roger Ebert,88,tt1605783,movie/midnight-in-paris
Chicago Tribune,Michael Phillips,88,tt1605783,movie/midnight-in-paris
Philadelphia Inquirer,Carrie Rickey,88,tt1605783,movie/midnight-in-paris
New Orleans Times-Picayune,Mike Scott,88,tt1605783,movie/midnight-in-paris
Portland Oregonian,Shawn Levy,83,tt1605783,movie/midnight-in-paris
Variety,,80,tt1605783,movie/midnight-in-paris
Salon,Andrew O'Hehir,80,tt1605783,movie/midnight-in-paris
Time Out,Keith Uhlich,80,tt1605783,movie/midnight-in-paris
Village Voice,,80,tt1605783,movie/midnight-in-paris
Los Angeles Times,Kenneth Turan,80,tt1605783,movie/midnight-in-paris
New York Daily News,Joe Neumaier,80,tt1605783,movie/midnight-in-paris
Chicago Reader,J.R. Jones,80,tt1605783,movie/midnight-in-paris
Arizona Republic,Kerry Lengel,80,tt1605783,movie/midnight-in-paris
Austin Chronicle,Kimberley Jones,78,tt1605783,movie/midnight-in-paris
Entertainment Weekly,Lisa Schwarzbaum,75,tt1605783,movie/midnight-in-paris
ReelViews,James Berardinelli,75,tt1605783,movie/midnight-in-paris
USA Today,Claudia Puig,75,tt1605783,movie/midnight-in-paris
New York Post,Lou Lumenick,75,tt1605783,movie/midnight-in-paris
Christian Science Monitor,Peter Rainer,75,tt1605783,movie/midnight-in-paris
Washington Post,Ann Hornaday,75,tt1605783,movie/midnight-in-paris
Boston Globe,Ty Burr,75,tt1605783,movie/midnight-in-paris
Orlando Sentinel,Roger Moore,75,tt1605783,movie/midnight-in-paris
NPR,Ella Taylor,75,tt1605783,movie/midnight-in-paris
Miami Herald,Rene Rodriguez,75,tt1605783,movie/midnight-in-paris
The Globe and Mail (Toronto),Rick Groen,75,tt1605783,movie/midnight-in-paris
St. Louis Post-Dispatch,Joe Williams,75,tt1605783,movie/midnight-in-paris
The New Yorker,David Denby,70,tt1605783,movie/midnight-in-paris
Slate,Dana Stevens,70,tt1605783,movie/midnight-in-paris
The A.V. Club,Keith Phipps,67,tt1605783,movie/midnight-in-paris
Charlotte Observer,Lawrence Toppman,63,tt1605783,movie/midnight-in-paris
Chicago Sun-Times,Roger Ebert,100,tt0091763,movie/platoon
The New York Times,Vincent Canby,100,tt0091763,movie/platoon
Washington Post,,100,tt0091763,movie/platoon
Chicago Tribune,Gene Siskel,100,tt0091763,movie/platoon
ReelViews,James Berardinelli,100,tt0091763,movie/platoon
Los Angeles Times,Sheila Benson,100,tt0091763,movie/platoon
Newsweek,David Ansen,100,tt0091763,movie/platoon
Tampa Bay Times,Hal Lipper,100,tt0091763,movie/platoon
TV Guide Magazine,,90,tt0091763,movie/platoon
Time Out London,,90,tt0091763,movie/platoon
Time,Richard Corliss,90,tt0091763,movie/platoon
New York Daily News,,88,tt0091763,movie/platoon
Miami Herald,Bill Cosford,88,tt0091763,movie/platoon
Empire,Kim Newman,80,tt0091763,movie/platoon
Variety,Todd McCarthy,70,tt0091763,movie/platoon
Chicago Reader,,70,tt0091763,movie/platoon
Austin Chronicle,Marjorie Baumgarten,100,tt0064116,movie/once-upon-a-time-in-the-west
TV Guide Magazine,,100,tt0064116,movie/once-upon-a-time-in-the-west
Chicago Reader,Dave Kehr,100,tt0064116,movie/once-upon-a-time-in-the-west
Village Voice,,100,tt0064116,movie/once-upon-a-time-in-the-west
LarsenOnFilm,Josh Larsen,88,tt0064116,movie/once-upon-a-time-in-the-west
Variety,,70,tt0064116,movie/once-upon-a-time-in-the-west
Chicago Sun-Times,Roger Ebert,63,tt0064116,movie/once-upon-a-time-in-the-west
The New York Times,Vincent Canby,60,tt0064116,movie/once-upon-a-time-in-the-west
Film Threat,Phil Hall,50,tt0064116,movie/once-upon-a-time-in-the-west
The Hollywood Reporter,Deborah Young,100,tt5311514,movie/your-name
The Telegraph,Robbie Collin,100,tt5311514,movie/your-name
Total Film,Kevin Harley,100,tt5311514,movie/your-name
Empire,Dan Jolin,100,tt5311514,movie/your-name
Austin Chronicle,Steve Davis,100,tt5311514,movie/your-name
The Film Stage,Jared Mobarak,91,tt5311514,movie/your-name
Consequence,Dominick Suzanne-Mayer,91,tt5311514,movie/your-name
Los Angeles Times,Justin Chang,90,tt5311514,movie/your-name
Village Voice,Sherilyn Connelly,90,tt5311514,movie/your-name
NPR,Bob Mondello,90,tt5311514,movie/your-name
RogerEbert.com,Brian Tallerico,88,tt5311514,movie/your-name
The Globe and Mail (Toronto),,88,tt5311514,movie/your-name
Movie Nation,Roger Moore,88,tt5311514,movie/your-name
Screen Daily,Wendy Ide,80,tt5311514,movie/your-name
Variety,Peter Debruge,80,tt5311514,movie/your-name
New York Magazine (Vulture),Emily Yoshida,80,tt5311514,movie/your-name
The New York Times,Manohla Dargis,80,tt5311514,movie/your-name
IndieWire,David Ehrlich,75,tt5311514,movie/your-name
San Francisco Chronicle,,75,tt5311514,movie/your-name
ReelViews,James Berardinelli,75,tt5311514,movie/your-name
The A.V. Club,Mike D'Angelo,67,tt5311514,movie/your-name
Slant Magazine,Kenji Fujishima,63,tt5311514,movie/your-name
Boston Globe,Peter Keough,63,tt5311514,movie/your-name
The Guardian,Mike McCahill,60,tt5311514,movie/your-name
Washington Post,Michael O'Sullivan,50,tt5311514,movie/your-name
The Seattle Times,Tom Keogh,38,tt5311514,movie/your-name
Film Threat,Ross Williams,100,tt0211915,movie/amelie
Philadelphia Inquirer,Steven Rea,100,tt0211915,movie/amelie
Washington Post,Desson Thomson,100,tt0211915,movie/amelie
Chicago Tribune,Michael Wilmington,100,tt0211915,movie/amelie
Seattle Post-Intelligencer,William Arnold,100,tt0211915,movie/amelie
Entertainment Weekly,Lisa Schwarzbaum,91,tt0211915,movie/amelie
The New York Times,A.O. Scott,90,tt0211915,movie/amelie
Washington Post,Rita Kempley,90,tt0211915,movie/amelie
Austin Chronicle,Kimberley Jones,89,tt0211915,movie/amelie
Miami Herald,Rene Rodriguez,88,tt0211915,movie/amelie
Boston Globe,Jay Carr,88,tt0211915,movie/amelie
Chicago Sun-Times,Roger Ebert,88,tt0211915,movie/amelie
USA Today,Claudia Puig,88,tt0211915,movie/amelie
Portland Oregonian,Shawn Levy,83,tt0211915,movie/amelie
Wall Street Journal,Joe Morgenstern,80,tt0211915,movie/amelie
Variety,,80,tt0211915,movie/amelie
New York Post,Lou Lumenick,75,tt0211915,movie/amelie
San Francisco Chronicle,Mick LaSalle,75,tt0211915,movie/amelie
Christian Science Monitor,David Sterritt,75,tt0211915,movie/amelie
Village Voice,J. Hoberman,70,tt0211915,movie/amelie
New York Magazine (Vulture),Peter Rainer,70,tt0211915,movie/amelie
New York Daily News,Jack Mathews,63,tt0211915,movie/amelie
Baltimore Sun,Chris Kaltenbach,63,tt0211915,movie/amelie
TV Guide Magazine,Maitland McDonagh,60,tt0211915,movie/amelie
New Times (L.A.),Bill Gallo,60,tt0211915,movie/amelie
Chicago Reader,Ronnie Scheib,50,tt0211915,movie/amelie
Time,Richard Corliss,50,tt0211915,movie/amelie
Salon,Charles Taylor,40,tt0211915,movie/amelie
Los Angeles Times,Kenneth Turan,40,tt0211915,movie/amelie
The New Yorker,,40,tt0211915,movie/amelie
L.A. Weekly,Manohla Dargis,20,tt0211915,movie/amelie
L.A. Weekly,Ella Taylor,100,tt0119008,movie/donnie-brasco
Slate,David Edelstein,100,tt0119008,movie/donnie-brasco
San Francisco Chronicle,Mick LaSalle,100,tt0119008,movie/donnie-brasco
Rolling Stone,Peter Travers,100,tt0119008,movie/donnie-brasco
USA Today,Susan Wloszczyna,100,tt0119008,movie/donnie-brasco
Entertainment Weekly,,91,tt0119008,movie/donnie-brasco
Salon,Charles Taylor,90,tt0119008,movie/donnie-brasco
The New York Times,Elvis Mitchell,90,tt0119008,movie/donnie-brasco
Newsweek,David Ansen,90,tt0119008,movie/donnie-brasco
Chicago Sun-Times,Roger Ebert,88,tt0119008,movie/donnie-brasco
ReelViews,James Berardinelli,75,tt0119008,movie/donnie-brasco
The Globe and Mail (Toronto),Rick Groen,75,tt0119008,movie/donnie-brasco
Christian Science Monitor,David Sterritt,75,tt0119008,movie/donnie-brasco
Chicago Reader,Lisa Alspector,70,tt0119008,movie/donnie-brasco
Variety,Todd McCarthy,70,tt0119008,movie/donnie-brasco
TV Guide Magazine,Maitland McDonagh,70,tt0119008,movie/donnie-brasco
Austin Chronicle,Marc Savlov,67,tt0119008,movie/donnie-brasco
Dallas Observer,,60,tt0119008,movie/donnie-brasco
Washington Post,Desson Thomson,40,tt0119008,movie/donnie-brasco
Los Angeles Times,Kenneth Turan,40,tt0119008,movie/donnie-brasco
Washington Post,Rita Kempley,40,tt0119008,movie/donnie-brasco
Chicago Sun-Times,Roger Ebert,100,tt0072431,movie/young-frankenstein
TV Guide Magazine,,100,tt0072431,movie/young-frankenstein
LarsenOnFilm,Josh Larsen,100,tt0072431,movie/young-frankenstein
Collider,,100,tt0072431,movie/young-frankenstein
Paste Magazine,Jim Vorel,100,tt0072431,movie/young-frankenstein
Portland Oregonian,Shawn Levy,100,tt0072431,movie/young-frankenstein
The A.V. Club,Nathan Rabin,91,tt0072431,movie/young-frankenstein
The New York Times,Vincent Canby,90,tt0072431,movie/young-frankenstein
Chicago Tribune,Robert K. Elder,88,tt0072431,movie/young-frankenstein
Chicago Reader,,80,tt0072431,movie/young-frankenstein
