wikipedia_id,freebase_id,name,revenue,runtime,languages,countries,genres,release_date_datetime,imdb_id,metacritic_id,imdb_rating,imdb_votes,metascore,count_nomination,count_award
15907225,/m/03qfq78,Serious Moonlight,138696.0,84.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0219x_"": ""Indie"", ""/m/01z4y"": ""Comedy"", ""/m/0vgkd"": ""Black comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hj3n0k"": ""Domestic Comedy""}",2009-12-04,tt1133993,movie/serious-moonlight,5.3,8779.0,36.0,0,0
1036703,/m/040d3x,Mickey Blue Eyes,54264342.0,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0gw5w78"": ""Gangster Film"", ""/m/06qm3"": ""Screwball comedy"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hj3mz5"": ""Comedy of Errors""}",1999-08-17,tt0130121,movie/mickey-blue-eyes,5.9,37869.0,49.0,0,0
24796776,/m/0805d2z,Backstage,,112.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France""}","{""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",2005-11-16,tt0436091,movie/backstage,5.9,671.0,57.0,3,2
156644,/m/014kq6,Die Another Day,431900000.0,133.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/02hwhyv"": ""Korean Language"", ""/m/06nm1"": ""Spanish Language"", ""/m/012w70"": ""Cantonese"", ""/m/02h40lc"": ""English Language"", ""/m/01gmkg"": ""Icelandic Language"", ""/m/04306rv"": ""German Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hj3n4h"": ""Glamorized Spy Film"", ""/m/02kdv5l"": ""Action"", ""/m/03k9fj"": ""Adventure""}",2002-11-18,tt0246460,movie/die-another-day,6.1,226266.0,56.0,36,6
35300735,/m/0n3xxpd,The Hangover Part III,,,{},{},{},,tt1951261,movie/the-hangover-part-iii,5.8,329431.0,30.0,7,2
22415383,/m/05syp82,Tully,466664.0,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}",2002-11-01,tt0212604,movie/tully,7.3,1981.0,73.0,6,5
261364,/m/01mshx,Agent Cody Banks,58795814.0,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0bj8m2"": ""Children's"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hj3n26"": ""Family-Oriented Adventure"", ""/m/0bkbm"": ""Spy""}",2003-03-14,tt0313911,movie/agent-cody-banks,5.1,36484.0,41.0,5,0
15465392,/m/03h44mv,Underworld: Rise of the Lycans,91327197.0,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0ctw_b"": ""New Zealand""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0hj3n4p"": ""Gothic Film"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04xvlr"": ""Period piece"", ""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action"", ""/m/0hj3m_c"": ""Costume Horror""}",2009-01-22,tt0834001,movie/underworld-rise-of-the-lycans,6.5,165919.0,44.0,2,0
18423431,/m/04f0c75,Micmacs,,104.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3n2s"": ""Fantasy Comedy"", ""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema""}",2009-09-15,tt1149361,movie/micmacs,7.1,31024.0,62.0,8,5
73366,/m/0jq14,The Band Wagon,5700000.0,112.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3mvs"": ""Backstage Musical"", ""/m/04t36"": ""Musical"", ""/m/01z4y"": ""Comedy"", ""/m/0220p9g"": ""Musical comedy""}",1953-01-01,tt0045537,movie/the-band-wagon,7.4,12205.0,93.0,4,2
234731,/m/01j3gd,Virtuosity,24047675.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/06n90"": ""Science Fiction"", ""/m/0hj3mxr"": ""Chase Movie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}",1995-08-04,tt0114857,movie/virtuosity,5.5,31830.0,39.0,0,0
11937544,/m/02ryt80,Cowboys and Angels,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/03rt9"": ""Ireland"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0hn10"": ""LGBT"", ""/m/0219x_"": ""Indie"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/04tkhfk"": ""Gay Themed"", ""/m/02l7c8"": ""Romance Film""}",2003-01-01,tt0377701,movie/cowboys-angels,6.9,2584.0,51.0,3,5
29185428,/m/0dll04k,I Want Your Money,433000.0,92.0,{},{},"{""/m/0cshrf"": ""Political cinema"", ""/m/0jtdp"": ""Documentary""}",2010-07-28,tt1560957,movie/i-want-your-money,4.6,1313.0,,0,0
5348143,/m/0dgrqg,Half Nelson,4660481.0,106.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/06lbpz"": ""Social problem film""}",2006-01-23,tt0468489,movie/half-nelson,7.1,90600.0,85.0,48,29
2602021,/m/07qzvf,How Stella Got Her Groove Back,,125.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",1998-08-14,tt0120703,movie/how-stella-got-her-groove-back,5.7,8124.0,56.0,8,4
2971654,/m/08gykn,Lucky You,8382477.0,124.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia""}","{""/m/01z02hx"": ""Sports"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",2006-09-08,tt0338216,movie/lucky-you,5.9,21046.0,49.0,2,0
33422493,/m/0chtt45,The Four Times,,88.0,"{""/m/02bjrlw"": ""Italian Language""}","{""/m/06mzp"": ""Switzerland"", ""/m/03rjj"": ""Italy"", ""/m/0345h"": ""Germany""}","{""/m/07s9rl0"": ""Drama"", ""/m/0jtdp"": ""Documentary""}",2010-05-16,tt1646975,movie/the-four-times-le-quattro-volte,7.2,4223.0,80.0,14,14
33281342,/m/0h7lhm2,Gypsy,,107.0,"{""/m/012psb"": ""Romani language"", ""/m/06zvx"": ""Slovak Language""}","{""/m/06npd"": ""Slovakia"", ""/m/01mjq"": ""Czech Republic""}","{""/m/01j1n2"": ""Coming of age"", ""/m/07s9rl0"": ""Drama""}",2011-07-05,tt1980935,movie/gypsy,6.8,411.0,64.0,10,10
406339,/m/024gy8,The Crow,144693129.0,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0219x_"": ""Indie"", ""/m/04pbhw"": ""Superhero movie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/02kdv5l"": ""Action""}",1994-05-11,tt0109506,movie/the-crow,7.5,194800.0,71.0,7,5
76628,/m/0k5j9,Saludos Amigos,,42.0,"{""/m/05zjd"": ""Portuguese Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/015fr"": ""Brazil""}","{""/m/0hj3myq"": ""Children's/Family"", ""/m/0hcr"": ""Animation"", ""/m/0hj3msd"": ""Adventure Comedy"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3mtv"": ""Animated Musical"", ""/m/05swd"": ""Propaganda film""}",1942-08-01,tt0036326,movie/saludos-amigos,6.0,7603.0,60.0,3,1
33928126,/m/0gx926w,One Life,,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0jtdp"": ""Documentary""}",2011-07-22,tt1762300,movie/one-life,7.9,2672.0,68.0,2,1
31803985,/m/0crsfrq,Leela,,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03rk0"": ""India""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",2002-11-01,tt0300115,movie/leela,6.5,162.0,53.0,0,0
21585364,/m/05msnmp,"Milwaukee, Minnesota",,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0219x_"": ""Indie""}",2003-01-01,tt0285727,movie/milwaukee-minnesota,6.1,714.0,41.0,4,3
21913863,/m/07xtqq,One Flew Over the Cuckoo's Nest,108981275.0,129.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0fx2s"": ""Tragedy"", ""/m/0219x_"": ""Indie"", ""/m/02m4t"": ""Existentialism"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/060__y"": ""Film adaptation"", ""/m/0q9mp"": ""Tragicomedy""}",1975-11-19,tt0073486,movie/one-flew-over-the-cuckoos-nest,8.7,1049638.0,84.0,15,38
565758,/m/02qmsr,The Yards,889352.0,115.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0gw5w78"": ""Gangster Film"", ""/m/0hj3n01"": ""Crime Drama"", ""/m/02h8pkk"": ""Family Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02wtdps"": ""Crime Thriller""}",2000-04-27,tt0138946,movie/the-yards,6.4,22499.0,58.0,2,3
29344186,/m/0crvnwq,Win Win,10831173.0,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0219x_"": ""Indie"", ""/m/02h8pkk"": ""Family Drama"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/01z02hx"": ""Sports"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0vgkd"": ""Black comedy"", ""/m/0hj3n0k"": ""Domestic Comedy""}",2011-01-21,tt1606392,movie/win-win,7.1,54876.0,75.0,22,5
26779875,/m/08nbyvf,You Again,32005248.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}",2010-09-23,tt1414382,movie/you-again,5.7,53760.0,28.0,0,2
34344124,/m/07gp9,Terminator 2: Judgment Day,519843345.0,154.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/094ddt"": ""Doomsday film"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s2s"": ""Time travel"", ""/m/02kdv5l"": ""Action""}",1991-07-01,tt0103064,movie/terminator-2-judgment-day,8.6,1148815.0,75.0,33,38
931950,/m/03r591,Cocoon: The Return,18924919.0,116.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/06n90"": ""Science Fiction"", ""/m/01t_vv"": ""Comedy-drama""}",1988-11-23,tt0094890,movie/cocoon-the-return,5.4,17110.0,45.0,4,0
1458713,/m/0534ym,The Great Muppet Caper,31206251.0,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/02n4kr"": ""Mystery"", ""/m/04t36"": ""Musical"", ""/m/0hj3msd"": ""Adventure Comedy"", ""/m/01z4y"": ""Comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n26"": ""Family-Oriented Adventure""}",1981-06-26,tt0082474,movie/the-great-muppet-caper,7.1,16367.0,70.0,2,0
25517416,/m/07l4yp8,Chloe,11702642.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France"", ""/m/0d060g"": ""Canada""}","{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama""}",2009-09-13,tt1352824,movie/chloe,6.3,76673.0,48.0,5,3
673903,/m/031txz,The Devil's Own,140807547.0,111.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",1997-03-13,tt0118972,movie/the-devils-own,6.2,70244.0,53.0,0,0
3186725,/m/08xxwl,The Outsiders,25697647.0,113.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/04xvlr"": ""Period piece"", ""/m/01j1n2"": ""Coming of age"", ""/m/02b5_l"": ""Teen"", ""/m/060__y"": ""Film adaptation""}",1983-03-25,tt0086066,movie/the-outsiders,7.0,94537.0,45.0,4,1
2517138,/m/07kbmg,Inside 9/11,,240.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0jtdp"": ""Documentary""}",2005-09-23,tt0481590,tv/national-geographic-channel-inside-911,8.0,533.0,,0,0
851285,/m/03h3x5,Looney Tunes: Back in Action,68514844.0,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hcr"": ""Animation"", ""/m/0hj3msd"": ""Adventure Comedy"", ""/m/01z4y"": ""Comedy"", ""/m/095bb"": ""Animated cartoon"", ""/m/0hqxf"": ""Family Film"", ""/m/09q17"": ""Slapstick""}",2003-11-14,tt0318155,movie/looney-tunes-back-in-action,5.8,39719.0,64.0,10,0
29101425,/m/0dljpr3,Cristiada,9622846.0,145.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/0b90_r"": ""Mexico""}","{""/m/03g3w"": ""History"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film""}",2012-04-20,tt1566501,movie/for-greater-glory,6.5,5258.0,35.0,9,3
11046148,/m/02qz4w7,Kit Kittredge: An American Girl Mystery,17657973.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02h8pkk"": ""Family Drama"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/04xvlr"": ""Period piece"", ""/m/0bj8m2"": ""Children's"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film""}",2008-07-02,tt0846308,movie/kit-kittredge-an-american-girl,6.5,6262.0,63.0,5,2
10781602,/m/02qptl0,The Five Senses,,106.0,"{""/m/064_8sq"": ""French Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada""}","{""/m/0hj3n0w"": ""Ensemble Film"", ""/m/0219x_"": ""Indie"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/04rlf"": ""Music""}",2000-07-14,tt0168794,movie/the-five-senses,6.7,3136.0,56.0,15,4
1722134,/m/05r3nm,Return from Witch Mountain,,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/02n4kr"": ""Mystery"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/0hqxf"": ""Family Film""}",1978-03-10,tt0078158,movie/return-from-witch-mountain,5.7,5538.0,51.0,0,0
31724592,/m/0gmgwnv,Lincoln,,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03bxz7"": ""Biographical film"", ""/m/02p0szs"": ""Historical fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film""}",2012-10-08,tt0443272,movie/lincoln,7.3,268990.0,87.0,251,107
10214302,/m/02q5d_y,August,12636.0,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}",2008-07-11,tt0470679,movie/august,5.3,4293.0,39.0,0,0
10475655,/m/02qf7sl,"Cry, the Beloved Country",676525.0,106.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0hzlz"": ""South Africa""}","{""/m/01jfsb"": ""Thriller"", ""/m/0219x_"": ""Indie"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/03mqtr"": ""Political drama"", ""/m/05bh16v"": ""Courtroom Drama""}",1995-09-14,tt0112749,movie/cry-the-beloved-country,6.8,1953.0,71.0,4,1
27079,/m/06qyw,Star Trek: Generations,118071125.0,118.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/03k9fj"": ""Adventure""}",1994-11-18,tt0111280,movie/star-trek-generations,6.6,85844.0,55.0,4,2
5269549,/m/0dbsmc,Bossa Nova,,95.0,"{""/m/05zjd"": ""Portuguese Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/015fr"": ""Brazil""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema""}",2000-03-31,tt0180837,movie/bossa-nova,6.3,1852.0,57.0,17,0
28984353,/m/0dgpwnk,This Must Be the Place,11647000.0,123.0,"{""/m/03hkp"": ""Hebrew Language"", ""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/03rjj"": ""Italy"", ""/m/03rt9"": ""Ireland""}","{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",2011-05-20,tt1440345,movie/this-must-be-the-place,6.7,36574.0,61.0,17,19
2749550,/m/080p1r,Oasis,6696952.0,132.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/06qd3"": ""South Korea""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",2002-01-01,tt0320193,movie/oasis,7.8,10157.0,79.0,3,26
1608510,/m/05g9yx,Behind the Sun,,92.0,"{""/m/05zjd"": ""Portuguese Language""}","{""/m/06mzp"": ""Switzerland"", ""/m/0f8l9c"": ""France"", ""/m/015fr"": ""Brazil""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/02h8pkk"": ""Family Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",2001-12-12,tt0291003,movie/behind-the-sun,7.6,7325.0,73.0,22,9
4199982,/m/0bplnn,Suddenly Naked,,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01t_vv"": ""Comedy-drama""}",2001-01-01,tt0284525,movie/suddenly-naked,5.8,427.0,,5,5
27694404,/m/0c3xw46,Friends with Benefits,149542245.0,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy"", ""/m/05p553"": ""Comedy film""}",2011-07-22,tt1632708,movie/friends-with-benefits,6.5,387522.0,63.0,5,1
7029576,/m/0h129h,Four Eyed Monsters,,71.0,"{""/m/02h40lc"": ""English Language"", ""/m/0t_2"": ""American English""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0219x_"": ""Indie"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hj3n0k"": ""Domestic Comedy""}",2005-01-23,tt0439182,movie/four-eyed-monsters,6.2,1233.0,72.0,3,3
497109,/m/02hhk2,Party Monster,742898.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/059j2"": ""Netherlands""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0hn10"": ""LGBT"", ""/m/017fp"": ""Biography"", ""/m/0219x_"": ""Indie"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/0vgkd"": ""Black comedy"", ""/m/02wtdps"": ""Crime Thriller""}",2003-09-05,tt0320244,movie/party-monster,6.2,16943.0,36.0,4,0
805120,/m/03dbkp,Before Sunset,15992615.0,80.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0219x_"": ""Indie""}",2004-01-01,tt0381681,movie/before-sunset,8.1,281208.0,91.0,32,9
7239107,/m/025wyyf,Defying Gravity,,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hn10"": ""LGBT"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}",1997-01-01,tt0156460,movie/defying-gravity,6.6,1717.0,45.0,1,4
1751324,/m/05t353,George Washington,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/01j1n2"": ""Coming of age"", ""/m/0219x_"": ""Indie""}",2000-09-29,tt0262432,movie/george-washington,7.2,8587.0,82.0,15,9
25187050,/m/09lycqx,Greenberg,6153967.0,108.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0219x_"": ""Indie"", ""/m/0clz1b"": ""Slice of life story"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film""}",2010-02-14,tt1234654,movie/greenberg,6.2,39081.0,76.0,15,2
1181107,/m/04f20d,Life as a House,23903791.0,124.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02l7c8"": ""Romance Film"", ""/m/02h8pkk"": ""Family Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/04gm78f"": ""Medical fiction""}",2001-09-09,tt0264796,movie/life-as-a-house,7.5,45208.0,45.0,9,2
61184,/m/0gltv,The Patriot,215294342.0,175.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/04xvh5"": ""Costume drama"", ""/m/04xvlr"": ""Period piece"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film""}",2000-06-27,tt0187393,movie/the-patriot,7.2,288291.0,63.0,23,9
7031132,/m/0h14ln,Perfume: The Story of a Murderer,135039943.0,145.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/06mkj"": ""Spain"", ""/m/0f8l9c"": ""France"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03q4nz"": ""World cinema"", ""/m/09blyk"": ""Psychological thriller"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/02l7c8"": ""Romance Film""}",2006-09-07,tt0396171,movie/perfume-the-story-of-a-murderer,7.5,261828.0,56.0,20,15
15779585,/m/03ntbmw,The Human Stain,19379387.0,106.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",2003-10-29,tt0308383,movie/the-human-stain,6.2,31898.0,57.0,5,3
14019546,/m/0cnbr7x,Lifelines,,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/05p553"": ""Comedy film"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}",2008-08-09,tt1127227,movie/lifelines,5.5,129.0,28.0,0,3
676909,/m/0322yj,The Terminal,219417255.0,128.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language"", ""/m/06b_j"": ""Russian Language"", ""/m/01bkv"": ""Bulgarian Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hj3mz5"": ""Comedy of Errors""}",2004-06-09,tt0362227,movie/the-terminal,7.4,484276.0,55.0,8,7
